from	to	count	docs
derrame pericárdico	taquicardia sinusal	2	 32265235_ES, 32584431_ES
fibrilación auricular	sobreinfección	1	 32222713_ES
covid19	tabaquismo	1	 32399450_ES
insuficiencia respiratoria grave	neumonía bilateral	1	 32399451_ES
choque cardiogénico	síndrome de dificultad respiratoria aguda	1	 32363351_ES
asma	obesidad	1	 32553608­B_ES
neumonía vírica	parto	1	 32590725_ES
infecciones	síndrome respiratorio agudo grave	1	 32292915_ES
neumonía	síndrome de dificultad respiratoria aguda	2	 32607304_Es, 32426200_ES
asma leve	urticaria	1	 32641443_ES
lesión renal aguda	neumonía por covid19	1	 32637266A_ES
ansiedad	insomnio	1	 32399450_ES
enfermedad pulmonar obstructiva crónica	hemorragia alveolar difusa	1	 32622819A_ES
opacidades pulmonares	tromboembolia pulmonar	1	 32402687_ES
covid19	linfoadenopatía cervical	1	 32292867_ES
hepatomegalia	neumonía grave	1	 32292053_ES
asma	neumonía vírica	1	 32292053_ES
lesión renal aguda	nefropatía crónica	2	 32612465B_ES, 32292867_ES
síndrome respiratorio agudo grave por coronavirus 2	taquicardia	1	 32320556_ES
dermatosis inflamatorias	vasculitis	1	32585767_ES
hipotiroidismo	insuficiencia mitral	1	 32631645_ES
infección bacteriana	paraplejia	1	 32399950_ES
parto vaginal	recién nacido	1	32363336-B_ES
anemia normocítica	leucocitosis	1	 32265235_ES
choque séptico	enfermedad por coronavirus 2019	1	 32359711_ES
gestación	varicela zóster	1	 32161941_ES
diabetes	infección por sarscov2	2	 32161941_ES,32415334_ES
hiponatremia	trombocitopenia	1	 32198834_ES
crisis	diabetes	1	 32589794_ES
neumonía intersticial	sdra	1	 32399451_ES
anosmia	neumonía grave por covid19	1	 32631838_ES
dislipidemia	insuficiencia respiratoria hipoxémica	1	 32360439_ES
hematuria	infecciones	1	 32292915_ES
conjuntivitis	sarscov2	1	 32639461_ES
linfocitopenia	trombocitopenia	3	 32554425_ES, 32246917_ES, 32427161_ES
TVP	TVP bilateral	1	32631646_ES
anemia	lesiones cutáneas	1	 32584431_ES
infección respiratoria	osteoporosis	1	32631645_ES
hipertensión	insuficiencia respiratoria	3	 32638347A_ES, 32617903A_ES, 32612465A_ES
duplicidad renal	leucocitopenia	1	32318729_ES
cardiopatías	infección por sarscov2	1	 32161941_ES
arteriopatía periférica	diabetes tipo 2	1	32352486_ES
neumonía	obesidad	1	 32267140_ES
aspergilosis	hipertensión arterial	1	32198834_ES
dislipidemia	insuficiencia renal crónica	1	 32617903A_ES
hipernatremia	trombosis venosa profunda	1	 32426200_ES
infección bacteriana	insuficiencia multiorgánica	2	 32399950_ES, 32617223_ES
infección	leucocitopenia	1	 32639064_ES
neumonía bilateral	neumonía por covid19	1	 32245909_ES
hipotiroidismo	neumonía vírica	2	 32161941_ES, 32402687_ES
SNC	síndrome de dificultad respiratoria aguda	1	32639461_ES
delirio	delirio extravagante	1	32639089_ES
hipertensión	síndrome inflamatorio	1	 32638347B_ES
insuficiencia respiratoria	neumonía por covid19	1	 32399694­­_ES
fibrilación auricular	insuficiencia renal crónica	1	 32638347A_ES
hemorragia	neumonía bilateral	1	 32622483_ES
hemorragia	hipernatremia	1	 32426200_ES
linfoadenopatía mediastínica	síncope	1	 32278585_ES
diabetes	varicela zóster	1	 32161941_ES
diabetes mellitus	enfermedades infecciosas	1	 32399451_ES
obesidad	sdra grave	1	 32292915_ES
acidosis respiratoria	insuficiencia cardiaca	1	32638347A_ES
neumonía atípica	sobreinfección	1	 32222713_ES
embolia pulmonar	taquicardia	2	 32351657_ES, 32631838_ES
encefalitis	síndrome meníngeo	1	32283294_ES
neumonía bilateral	sarscov2	2	 32245909_ES, 32622483_ES
hipoxia	trombocitopenia	1	 32198834_ES
fibrilación auricular	insuficiencia multiorgánica	1	 32617223_ES
diabetes	infecciones	2	 32292915_ES, 32161941_ES
estado epiléptico	infección por sarscov2	1	 32590204_ES
embolia pulmonar	infección por sarscov2	1	 32267502_ES
infección por sarscov2	insuficiencia respiratoria hipoxémica	1	 32412848_ES
diabetes gestacional	taquicardia	1	32363336_ES
diabetes mellitus	hiperlipidemia	1	 32637266A_ES
ansiedad	trastorno psicótico	1	32593478_ES
derrame pleural	hipertensión	2	 32638347B_ES, 32637086B_ES
embarazo	hipotiroidismo	2	 32161941_ES, 32363217_ES
infarto agudo	sdra grave	1	 32426200_ES
hipertensión arterial	neumonía bilateral grave	1	 32638347C_ES
gestación	hipertensión	3	 32161941_ES, 32637327B_ES, 32618794_ES
insuficiencia respiratoria hipóxica	miopericarditis	1	 32363351_ES
diabetes mellitus de tipo 2	hipertensión	3	 32638890_ES, 32363351_ES, 32360439-B_ES
linfocitopenia	neumonía	1	 32208010_ES
miopericarditis	taquicardia sinusal	1	 32363351_ES
encefalitis	encefalopatía	1	 32586752_ES
esclerosis múltiple	nefropatía crónica	1	 32612465D_ES
hipotensión	infección vírica	1	32640066_ES
hepatomegalia	trombocitopenia	2	32427645_ES, 32636116_ES
infarto agudo	neumonía	1	 32426200_ES
hipotiroidismo	obesidad	1	 32631645_ES
infecciones	sdra grave	1	 32292915_ES
insuficiencia renal aguda	neumonía vírica	1	 32612435_ES
hipovolemia	neumonía por covid19	1	32399449_ES
nefropatía crónica	neumonía atípica	1	 32292915_ES
hipotensión	síndrome respiratorio agudo grave por coronavirus 2	1	 32320556_ES
anemia	nefropatía crónica	1	 32292867_ES
diabetes tipo 2	taquicardia	1	 32586778_ES
hipertensión pulmonar	insuficiencia mitral	1	 32427645_ES
covid19	hipertensión arterial	3	 32638347C_ES, 32631646_ES, 32631645_ES
hipertensión	tabaquismo	1	 32277408_ES
derrame pleural	infección por sarscov2	1	 32208010_ES
lesión miocárdica	obesidad	1	 32292915_ES
neumonía atípica	taquicardia	2	32363336_ES, 32360439_ES
derrame pleural	sobreinfección	1	 32222713_ES
anemia normocítica	hipoxemia grave	1	 32554425_ES
conjuntivitis	infección	1	 32265235_ES
hipoalbuminemia	hiponatremia	1	 32265235_ES
infección vírica	neumonía atípica	1	 32222713_ES
enfermedad por coronavirus 2019	lesión renal aguda	1	 32359711_ES
insuficiencia respiratoria aguda	linfocitopenia	1	 32351657_ES
enfermedad pulmonar obstructiva crónica	neumonía por covid19	1	32399449_ES
gestación	microtrombos pulmonares	1	 32637327A_ES
arritmia	fibrilación auricular	1	32329981_ES
cardiopatía coronaria	cáncer de próstata	1	32276139_B_ES
diabetes	enfermedad por coronavirus 2019	1	 32292915_ES
choque séptico	neumonía bilateral	1	 32282871_ES
anemia	miopericarditis aguda	1	 32584431_ES
hipertensión	infección por covid19	2	 32292904_ES, 32363351_ES
asma	diabetes de tipo 2	2	 32073161_ES, 32618794_ES
insuficiencia multiorgánica	síndrome de dificultad respiratoria aguda	1	 32359711_ES
hipertensión	infección	1	 32277408_ES
infección	linfoadenopatía	1	 32265235_ES
lesiones pulmonares	síndrome de dificultad respiratoria aguda	1	 32207255_ES
hipertensión arterial	neumonía bilateral	2	 32399451_ES, 32622483_ES
arritmias	hiperlipidemia	2	32360439-D_ES, 32360439-B_ES
infección bacteriana	parálisis facial	1	 32399950_ES
sobreinfecciones bacterianas	síndrome de dificultad respiratoria aguda por coronavirus 2	1	 32631838_ES
embarazos	insuficiencia respiratoria hipóxica	1	32292054_ES
infecciones	neumonía atípica	1	 32292915_ES
hipertensión arterial	sdra	1	 32399451_ES
hipernatremia	sdra grave	1	 32426200_ES
infección	síndrome de dificultad respiratoria aguda	1	 32399451_ES
lesiones cutáneas	taquicardia	1	 32584431_ES
cardiomegalia	covid19	1	 32636116_ES
disfunción ventricular	taquicardia	1	 32586778_ES
insuficiencia respiratoria hipóxica	síndrome de dificultad respiratoria aguda	1	 32363351_ES
choque séptico	infección bacteriana	1	 32617223_ES
diabetes	hiperglucemia	1	 32589794_ES
infección por covid19	linfocitopenia	1	 32554425_ES
de tormenta de citocinas	trombocitosis	1	32618794_ES
ERC	infección respiratoria	1	32631645_ES
covid19	síndrome inflamatorio	1	 32638347B_ES
infecciones	leucocitopenia	1	32318729_ES
enfermedades infecciosas	infección	1	 32399451_ES
hipotensión	insuficiencia multiorgánica	1	 32617223_ES
linfocitopenia	neumonía intersticial	1	 32399451_ES
anemia normocítica	linfocitopenia	1	 32554425_ES
conjuntivitis	covid19	1	 32427161_ES
diabetes	estado epiléptico	1	 32589794_ES
dislipidemia	taquicardia sinusal	1	 32363351_ES
enfermedad por coronavirus 2019	neumonía por covid19	1	 32292915_ES
diabetes mellitus	hipotiroidismo	1	 32638347B_ES
arteriopatía coronaria	sobreinfección	1	 32222713_ES
anomalía en el tabique auricular	preeclampsia	1	32554811_ES
hipoxia	neumonía extrahospitalaria	1	 32198834_ES
arteriopatía coronaria	infección por sarscov2	1	 32267502_ES
dilatación del ventrículo	infección	1	 32277408_ES
TVP	derrame pleural	1	 32399449-B_ES
enfermedades cardiovasculares	infección por sarscov2	1	32415334_ES
colestasis	insuficiencia renal aguda	1	32635747_ES
insuficiencia mitral	sarscov2	1	 32639461_ES
arritmias	diabetes mellitus de tipo 2	1	 32360439-B_ES
hipernatremia	neumonía	1	 32426200_ES
neumonía	neumonía vírica	1	 32208010_ES
sdra	taquicardia sinusal	1	 32363351_ES
nefropatía crónica	taquicardia	1	 32612465C_ES
asma eosinofílica grave	asma grave	1	32553608­_A_ES
nefropatía por IgA	neumotórax	1	32222713_ES
diabetes mellitus	nefropatía crónica	1	 32612465B_ES
cardiopatías	lesiones pulmonares	1	32277408_ES
leucocitosis	taquicardia sinusal	1	 32265235_ES
derrame pleural	hipertensión pulmonar	1	 32427645_ES
covid19	hipertensión pulmonar	1	 32427645_ES
tabaquismo	taquicardia sinusal	1	 32277408_ES
linfocitopenia	preeclampsia	1	32554811_ES
hipertensión	miopericarditis	1	 32363351_ES
neumonía vírica	síndrome de dificultad respiratoria aguda por coronavirus 2	1	 32590725_ES
hipertensión	infarto agudo	1	 32360439-B_ES
hemiplegia faciobraquiofemoral	ictus isquémico	1	32648092B_ES
anosmia	síndrome de dificultad respiratoria aguda por coronavirus 2	1	 32631838_ES
insomnio	trombocitopenia	1	 32399450_ES
covid19	derrame pericárdico	3	 32593338_ES, 32631645_ES, 32427645_ES
lesión renal aguda	nefropatía	1	 32292867_ES
diabetes	obesidad	1	 32292915_ES
diabetes mellitus de tipo 2	infección por covid19	1	 32363351_ES
dilatación coronaria	neumonía por sarscov2	1	32427161_ES
acidosis respiratoria	sobreinfección	1	32638347A_ES
lesiones pulmonares	neumotórax	1	 32207255_ES
asma leve	déficit de atención	1	32637266B_ES
enfermedad por coronavirus 2019	insuficiencia multiorgánica	1	 32359711_ES
neumonía	sdra grave	1	 32426200_ES
obesidad	sarscov2	1	 32267140_ES
anemia	síndrome de dificultad respiratoria aguda por coronavirus 2	1	 32590725_ES
hemorragia	linfocitopenia	1	 32554425_ES
estado epiléptico	varicela zóster	1	 32590204_ES
anosmia	hipertensión	1	 32589794_ES
ictus isquémico	síndrome de dificultad respiratoria aguda por coronavirus 2	1	 32586778_ES
dilatación del ventrículo	hipotensión	1	 32275347_ES
hiperlipidemia	lesión renal aguda	1	 32637266A_ES
coagulación intravascular generalizada	hematuria	1	32277408_ES
obesidad	taquicardia	1	32363336_ES
infección por covid19	taquicardia sinusal	3	 32423911_ES, 32363351_ES, 32637266B_ES
arteriopatía coronaria obstructiva	hipotiroidismo	1	32329981_ES
dilatación coronaria	linfoadenopatía cervical	1	32427161_ES
insuficiencia renal	taquicardia	1	 32427645_ES
diabetes de tipo 2	sobrepeso	1	 32619736_ES
deshidratación moderada	infección vírica	1	32640066_ES
cardiopatías	varicela zóster	1	 32161941_ES
linfocitopenia	miocarditis	1	32554811_ES
enfermedad por coronavirus 2019	hematuria	1	 32292915_ES
embarazo	insuficiencia cardíaca aguda	2	 32363336-B_ES,32363336_ES
diabetes mellitus de tipo 2	insuficiencia respiratoria hipóxica	1	 32363351_ES
infección	leucocitosis	1	 32265235_ES
acidosis metabólica	parto vaginal	1	32363336-B_ES
infección por covid19	infección pulmonar	1	 32174057_ES
insuficiencia respiratoria	neumonía	1	 32606105_ES
sdra	trombosis venosa profunda	1	 32426200_ES
hiponatremia	hipotensión	1	32640066_ES
sdra grave	taquicardia	1	 32360384_ES
enfermedades infecciosas	sdra	1	 32399451_ES
abrasiones en los labios y mucosa bucal	erupción farmacológica	1	32425356_ES
hipoxemia grave	infección por sarscov2	1	 32360384_ES
gestación	infecciones	1	 32161941_ES
derrame pericárdico	infección	1	 32265235_ES
parálisis facial	trombosis venosa profunda	1	 32399950_ES
hematuria	hipertensión pulmonar	1	32277408_ES
conjuntivitis	infección vírica	2	32640066_ES, 32265235_ES
obesidad	síndrome de dificultad respiratoria aguda	1	 32292915_ES
derrame pericárdico	leucocitosis	1	 32265235_ES
TVP	neumonía por covid19	1	 32399449-B_ES
asma eosinofílica grave	neumonía por covid19	1	 32553608­B_ES
hipotiroidismo	tromboembolia pulmonar	1	 32402687_ES
hipotensión	síndrome de dificultad respiratoria aguda	1	 32426200_ES
insuficiencia respiratoria grave	síndrome de dificultad respiratoria aguda	1	 32399451_ES
lesiones pulmonares	linfocitopenia	1	 32208010_ES
síndrome inflamatorio	trombocitopenia	1	 32554425_ES
derrame pleural	insuficiencia cardiaca	1	 32635747_ES
sobreinfecciones bacterianas	taquicardia	1	 32631838_ES
neumonía vírica	trombofilia	1	 32402687-B_ES
embolia pulmonar	sarscov2	1	 32415334_ES
cardiomiopatía isquémica	síndrome de dificultad respiratoria aguda	1	 32222713_ES
derrame pericárdico	insuficiencia cardiaca	1	 32635747_ES
fibrilación auricular	sdra	1	 32222713_ES
diabetes	neumonía por covid19	2	 32292904_ES, 32292915_ES
linfoadenopatía cervical	neumonía por sarscov2	1	32427161_ES
cardiomegalia	leucocitopenia	1	 32636116_ES
esclerosis múltiple	hipertensión	1	 32612465D_ES
diabetes mellitus	síndrome de dificultad respiratoria aguda por coronavirus 2	2	 32623310_ES, 32631838_ES
anemia	parto vaginal	1	 32590725_ES
derrame pericárdico perimetral moderado	insuficiencia renal aguda	1	32635747_ES
anemia	apendicitis aguda	1	32427161_ES
parto	parto vaginal	1	 32590725_ES
infección	neumonía bilateral	1	 32399451_ES
linfocitopenia	síndrome de dificultad respiratoria aguda	1	 32399451_ES
covid19	enfermedades cardiovasculares	1	32415334_ES
diabetes	sdra grave	1	 32292915_ES
neumonía bilateral	neumonía intersticial	1	 32399451_ES
hipotensión	trombocitopenia	1	 32427161_ES
derrame pericárdico	hematuria	1	32277408_ES
hipertensión	intoxicación por litio	1	 32637266A_ES
insuficiencia mitral	insuficiencia renal	1	 32427645_ES
lesión renal aguda	neumonía	1	 32426200_ES
trombofilia	trombosis venosa profunda	1	 32402687-B_ES
infección por covid19	insuficiencia renal	1	 32292904_ES
cardiopatías	neumonía vírica	2	 32161941_ES,32277408_ES
SGB	trombosis venosa profunda	1	 32399950_ES
síndrome de dificultad respiratoria aguda por coronavirus 2	tromboembolia pulmonar	1	 32586778_ES
infección bacteriana	taquicardia sinusal	1	 32423911_ES
lesiones pulmonares	neumonía vírica	2	32277408_ES, 32208010_ES
hiponatremia	infección vírica	2	32640066_ES, 32265235_ES
hipertensión	ictus	1	 32360439-C_ES
lesión renal aguda	taquicardia sinusal	1	 32637266B_ES
covid19	hipotiroidismo	2	 32638347B_ES, 32631645_ES
infección por covid19	síndrome inflamatorio	1	 32554425_ES
enfermedad por coronavirus 2019	neumonía atípica	1	 32292915_ES
neumonía intersticial grave	taquicardia	1	 32360384_ES
choque séptico	trombocitopenia	1	 32359711_ES
neumonía intersticial grave	paro cardíaco	1	 32360384_ES
linfocitopenia	opacidades de vidrio esmerilado en ambos pulmones	1	 32246917_ES
hipertensión arterial	sarscov2	1	 32622483_ES
covid19	fibrilación auricular	2	 32638347A_ES, 32638347B_ES
hemorragia alveolar difusa	neumonía	1	 32622819A_ES
hipertensión	insuficiencia respiratoria hipoxémica aguda	1	 32637437­_ES
conjuntivitis	hipotensión	2	32640066_ES, 32427161_ES
dermatosis neutrofílica	lesiones cutáneas	1	32294264_ES
hipotiroidismo	lesión renal aguda	1	 32637266B_ES
enfermedad por coronavirus 2019	linfocitopenia	1	 32609542_ES
diabetes gestacional	neumonía atípica	1	32363336_ES
hipertensión arterial	insuficiencia cardiaca congestiva	1	 32622483_ES
insuficiencia respiratoria grave	taquicardia sinusal	1	 32399449_ES
carcinoma de células escamosas hipofaríngeo	muerte	1	32620682_ES
anosmia	tabaquismo	1	 32611659_ES
hemorragia alveolar difusa	insuficiencia renal	1	32622819B_ES
dislipidemia	leucocitopenia	1	 32363351_ES
derrame pleural	taquicardia	3	 32602267_ES, 32637086B_ES, 32427645_ES
choque séptico	lesiones pulmonares	1	32277408_ES
anemia normocítica	síndrome inflamatorio	1	 32554425_ES
asma	hiperlipidemia	1	 32427774-B_ES
derrame pericárdico	dilatación coronaria	1	 32265235_ES
intoxicación por litio	neumonía por covid19	1	 32637266A_ES
arteriopatía coronaria	cardiomiopatía isquémica	1	 32222713_ES
hipoxemia grave	sdra grave	1	 32360384_ES
hematuria	sdra grave	1	 32292915_ES
síndrome de dificultad respiratoria aguda por coronavirus 2	síndrome de guillainbarré	1	 32619798_ES
anemia normocítica	conjuntivitis	1	 32265235_ES
afasia anómica	arritmias	1	32360439-D_ES
covid19	neumonía grave	1	 32292053_ES
diabetes	neumonía atípica	1	 32292915_ES
opacidades de vidrio esmerilado en ambos pulmones	sarscov2	1	32601756_ES
derrame pleural	dislipidemia	1	32292867_ES
hipertensión	insuficiencia renal	2	 32292904_ES, 32650881_ES
hipotiroidismo	opacidades pulmonares	1	 32402687_ES
colestasis	hipertensión	1	 32294340_ES
artritis reumatoide	linfocitopenia	1	 32359804_ES
insuficiencia respiratoria	nefropatía por IgA	1	 32198834_ES
obesidad	taquicardia fetal	1	32363336_ES
embolia pulmonar	hipertensión arterial	1	 32638347C_ES
arteriopatía coronaria	hipertensión	1	 32612465A_ES
lesión miocárdica	nefropatía crónica	1	 32292915_ES
lesiones cutáneas	taquicardia sinusal	1	 32584431_ES
neumonía	sarscov2	2	 32267140_ES, 32415334_ES
anomalías de las extremidades superiores	diabetes mellitus de tipo 2	1	32617903B_ES
hemorragia	taquicardia fetal	1	 32590725_ES
diabetes mellitus	sdra	1	 32399451_ES
insuficiencia cardiaca congestiva	sarscov2	1	 32622483_ES
coagulopatía	neumonía por sarscov2	1	32427161_ES
alteraciones isquémicas en la región irrigada por la arteria cerebral	encefalopatía	1	32426200_ES
síndrome de dificultad respiratoria aguda por coronavirus 2	taquicardia sinusal	1	 32586778_ES
insuficiencia renal aguda	insuficiencia respiratoria grave	1	 32399449_ES
covid19	insuficiencia renal crónica	1	 32638347A_ES
lesión miocárdica	neumonía por covid19	1	 32292915_ES
tromboembolia pulmonar	trombosis venosa profunda	2	 32402687-B_ES, 32402687_ES
sdra grave	síndrome respiratorio agudo grave	1	 32292915_ES
cardiopatías	hipertensión pulmonar	1	32277408_ES
